"New York City Neighborhood Information provided by the Furman Center, retrieved from http://www.furmancenter.org/data/search on 11/8/2016. Terms can be found at http://www.furmancenter.org/data/disclaimer/.",Indicator,Description,CensusTract,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 970,30.3030303,15.15151515,,45.45454545,,,45.45454545,45.45454545,15.15151515,30.3030303,15.15151515,60.60606061,45.45454545,45.45454545,15.15151515,30.3030303,45.45454545,60.60606061,30.3030303,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 974,24.3902439,,24.3902439,,48.7804878,,24.3902439,,97.56097561,,24.3902439,24.3902439,97.56097561,,121.9512195,73.17073171,,48.7804878,97.56097561,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 984,,14.49275362,14.49275362,14.49275362,43.47826087,14.49275362,43.47826087,14.49275362,14.49275362,28.98550725,,28.98550725,14.49275362,14.49275362,28.98550725,,72.46376812,14.49275362,43.47826087,14.49275362
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 986,250,,,125,,,,,,,,,,,,,125,,375,125
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 988,47.61904762,,,47.61904762,,,47.61904762,,,,,,47.61904762,,47.61904762,47.61904762,47.61904762,95.23809524,47.61904762,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 990,16.94915254,,,16.94915254,,16.94915254,,,50.84745763,33.89830508,33.89830508,33.89830508,,50.84745763,67.79661017,33.89830508,50.84745763,101.6949153,50.84745763,16.94915254
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 992,,,16.66666667,,,16.66666667,16.66666667,16.66666667,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,100,66.66666667,83.33333333,83.33333333,100,66.66666667,50
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 994,28.57142857,,,,,,57.14285714,28.57142857,57.14285714,57.14285714,28.57142857,85.71428571,85.71428571,57.14285714,57.14285714,85.71428571,57.14285714,85.71428571,85.71428571,57.14285714
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 996,,11.23595506,,22.47191011,,56.17977528,33.70786517,67.41573034,56.17977528,33.70786517,78.65168539,33.70786517,44.94382022,67.41573034,67.41573034,44.94382022,56.17977528,56.17977528,56.17977528,11.23595506
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 998,,,36.36363636,54.54545455,18.18181818,36.36363636,90.90909091,72.72727273,18.18181818,36.36363636,36.36363636,72.72727273,,36.36363636,72.72727273,36.36363636,36.36363636,18.18181818,54.54545455,18.18181818
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1006,,16.94915254,,16.94915254,,101.6949153,50.84745763,67.79661017,101.6949153,67.79661017,101.6949153,50.84745763,33.89830508,84.74576271,101.6949153,118.6440678,169.4915254,50.84745763,101.6949153,16.94915254
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1008,16.66666667,,,16.66666667,,,33.33333333,,33.33333333,,16.66666667,50,16.66666667,33.33333333,50,16.66666667,50,33.33333333,33.33333333,16.66666667
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1010,,,,30.3030303,60.60606061,,60.60606061,15.15151515,,15.15151515,,,75.75757576,60.60606061,15.15151515,60.60606061,75.75757576,45.45454545,45.45454545,30.3030303
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1012,28.16901408,,42.25352113,,28.16901408,28.16901408,14.08450704,14.08450704,42.25352113,28.16901408,112.6760563,28.16901408,56.33802817,42.25352113,98.5915493,56.33802817,154.9295775,56.33802817,70.42253521,14.08450704
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1014,34.48275862,,51.72413793,17.24137931,,51.72413793,34.48275862,68.96551724,17.24137931,51.72413793,68.96551724,86.20689655,51.72413793,34.48275862,51.72413793,51.72413793,86.20689655,137.9310345,68.96551724,17.24137931
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1016,33.33333333,16.66666667,16.66666667,16.66666667,16.66666667,83.33333333,50,50,33.33333333,50,16.66666667,33.33333333,33.33333333,33.33333333,33.33333333,50,,33.33333333,16.66666667,16.66666667
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1018,34.48275862,,22.98850575,22.98850575,34.48275862,22.98850575,22.98850575,22.98850575,22.98850575,22.98850575,45.97701149,11.49425287,34.48275862,11.49425287,57.47126437,11.49425287,22.98850575,68.96551724,22.98850575,22.98850575
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1020,13.33333333,40,13.33333333,13.33333333,13.33333333,53.33333333,53.33333333,26.66666667,26.66666667,80,40,13.33333333,40,80,106.6666667,26.66666667,66.66666667,146.6666667,53.33333333,53.33333333
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1022,,17.54385965,17.54385965,,70.1754386,52.63157895,17.54385965,52.63157895,17.54385965,35.0877193,17.54385965,,70.1754386,70.1754386,35.0877193,52.63157895,35.0877193,87.71929825,17.54385965,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1024,,,,,50,33.33333333,50,16.66666667,,66.66666667,33.33333333,50,16.66666667,50,133.3333333,50,100,83.33333333,16.66666667,50
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1026,,,,,,,,86.95652174,,43.47826087,,43.47826087,,,43.47826087,,,130.4347826,43.47826087,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1028,,22.72727273,,,,,45.45454545,22.72727273,45.45454545,,22.72727273,,22.72727273,22.72727273,45.45454545,113.6363636,90.90909091,,22.72727273,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1078,,50,,33.33333333,50,50,33.33333333,50,33.33333333,16.66666667,33.33333333,66.66666667,33.33333333,50,50,116.6666667,66.66666667,33.33333333,50,33.33333333
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1098,,,,,,,,,,76.92307692,,76.92307692,76.92307692,76.92307692,76.92307692,,,,,76.92307692
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1100,,,28.57142857,,,,28.57142857,28.57142857,,57.14285714,,,,114.2857143,57.14285714,85.71428571,,57.14285714,28.57142857,57.14285714
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1102,,,,,,78.94736842,26.31578947,26.31578947,,26.31578947,52.63157895,52.63157895,,,52.63157895,78.94736842,131.5789474,52.63157895,52.63157895,26.31578947
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1112,18.86792453,,,18.86792453,75.47169811,,56.60377358,56.60377358,,56.60377358,37.73584906,18.86792453,56.60377358,37.73584906,75.47169811,37.73584906,75.47169811,56.60377358,37.73584906,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1114,,83.33333333,,83.33333333,166.6666667,,,83.33333333,,83.33333333,,83.33333333,83.33333333,83.33333333,166.6666667,250,83.33333333,166.6666667,83.33333333,83.33333333
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1118,50,50,,50,,,,,,,150,50,50,100,100,100,50,50,,100
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1120,,,55.55555556,,18.51851852,18.51851852,,,,55.55555556,37.03703704,18.51851852,18.51851852,,18.51851852,18.51851852,55.55555556,,18.51851852,
