"New York City Neighborhood Information provided by the Furman Center, retrieved from http://www.furmancenter.org/data/search on 11/8/2016. Terms can be found at http://www.furmancenter.org/data/disclaimer/.",Indicator,CensusTract,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1004,,,12.65822785,37.97468354,25.3164557,75.94936709,75.94936709,50.63291139,37.97468354,88.60759494,37.97468354,63.29113924,75.94936709,63.29113924,164.556962,126.5822785,164.556962,164.556962,164.556962,25.3164557
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1006,26.31578947,26.31578947,,26.31578947,78.94736842,157.8947368,118.4210526,144.7368421,144.7368421,157.8947368,157.8947368,92.10526316,78.94736842,171.0526316,223.6842105,184.2105263,236.8421053,236.8421053,223.6842105,65.78947368
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1008,30.6122449,10.20408163,,10.20408163,20.40816327,30.6122449,91.83673469,30.6122449,71.42857143,81.63265306,71.42857143,81.63265306,40.81632653,91.83673469,142.8571429,112.244898,153.0612245,112.244898,112.244898,71.42857143
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1010,10.1010101,,,40.4040404,111.1111111,20.2020202,60.60606061,50.50505051,30.3030303,60.60606061,30.3030303,50.50505051,70.70707071,141.4141414,50.50505051,131.3131313,141.4141414,80.80808081,90.90909091,80.80808081
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1012,38.96103896,12.98701299,38.96103896,51.94805195,77.92207792,90.90909091,64.93506494,51.94805195,181.8181818,116.8831169,168.8311688,116.8831169,103.8961039,194.8051948,259.7402597,220.7792208,337.6623377,207.7922078,181.8181818,77.92207792
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1014,41.66666667,55.55555556,69.44444444,97.22222222,41.66666667,125,152.7777778,166.6666667,138.8888889,138.8888889,125,111.1111111,152.7777778,69.44444444,222.2222222,194.4444444,250,263.8888889,250,41.66666667
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1016,25.64102564,51.28205128,38.46153846,25.64102564,51.28205128,102.5641026,89.74358974,64.1025641,64.1025641,64.1025641,76.92307692,51.28205128,64.1025641,64.1025641,51.28205128,102.5641026,102.5641026,51.28205128,51.28205128,51.28205128
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1018,23.25581395,,23.25581395,38.75968992,31.00775194,23.25581395,23.25581395,23.25581395,31.00775194,31.00775194,62.01550388,54.26356589,38.75968992,23.25581395,85.27131783,38.75968992,54.26356589,69.76744186,23.25581395,23.25581395
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1020,10.86956522,32.60869565,32.60869565,32.60869565,32.60869565,86.95652174,43.47826087,65.2173913,97.82608696,86.95652174,76.08695652,21.73913043,43.47826087,86.95652174,141.3043478,65.2173913,130.4347826,228.2608696,97.82608696,43.47826087
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1022,,47.61904762,23.80952381,11.9047619,47.61904762,59.52380952,35.71428571,71.42857143,83.33333333,71.42857143,59.52380952,59.52380952,71.42857143,107.1428571,83.33333333,154.7619048,130.952381,154.7619048,107.1428571,23.80952381
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1024,11.76470588,23.52941176,35.29411765,11.76470588,82.35294118,35.29411765,117.6470588,47.05882353,35.29411765,105.8823529,82.35294118,94.11764706,105.8823529,164.7058824,211.7647059,117.6470588,200,129.4117647,94.11764706,58.82352941
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1026,20.2020202,,,10.1010101,10.1010101,40.4040404,30.3030303,80.80808081,30.3030303,90.90909091,141.4141414,60.60606061,60.60606061,101.010101,131.3131313,70.70707071,121.2121212,171.7171717,101.010101,40.4040404
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1028,40,53.33333333,13.33333333,40,13.33333333,,146.6666667,53.33333333,53.33333333,40,13.33333333,13.33333333,53.33333333,53.33333333,80,160,146.6666667,80,93.33333333,40
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1058,,,,,5.813953488,5.813953488,,,,,,,5.813953488,,,,5.813953488,,11.62790698,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1078,47.05882353,105.8823529,58.82352941,47.05882353,47.05882353,47.05882353,23.52941176,70.58823529,70.58823529,70.58823529,70.58823529,70.58823529,35.29411765,70.58823529,82.35294118,164.7058824,176.4705882,82.35294118,82.35294118,58.82352941
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1098,10.98901099,21.97802198,21.97802198,10.98901099,21.97802198,54.94505495,43.95604396,,87.91208791,32.96703297,32.96703297,21.97802198,76.92307692,65.93406593,120.8791209,142.8571429,197.8021978,131.8681319,142.8571429,32.96703297
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1100,,12.65822785,12.65822785,50.63291139,,25.3164557,37.97468354,63.29113924,12.65822785,88.60759494,63.29113924,12.65822785,,113.9240506,139.2405063,151.8987342,37.97468354,63.29113924,63.29113924,50.63291139
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1102,43.47826087,72.46376812,43.47826087,115.942029,115.942029,130.4347826,72.46376812,173.9130435,101.4492754,173.9130435,130.4347826,86.95652174,72.46376812,101.4492754,391.3043478,260.8695652,376.8115942,275.3623188,231.884058,115.942029
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1112,10.30927835,20.6185567,20.6185567,30.92783505,51.54639175,10.30927835,82.4742268,41.2371134,10.30927835,92.78350515,61.8556701,20.6185567,82.4742268,82.4742268,103.0927835,82.4742268,134.0206186,113.4020619,51.54639175,20.6185567
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1114,22.98850575,34.48275862,,22.98850575,57.47126437,,34.48275862,68.96551724,57.47126437,45.97701149,34.48275862,57.47126437,45.97701149,80.45977011,137.9310345,160.9195402,137.9310345,126.4367816,126.4367816,45.97701149
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1118,41.2371134,51.54639175,72.16494845,41.2371134,82.4742268,61.8556701,82.4742268,82.4742268,82.4742268,113.4020619,175.257732,103.0927835,92.78350515,144.3298969,195.8762887,216.4948454,154.6391753,278.3505155,195.8762887,103.0927835
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1120,19.60784314,39.21568627,39.21568627,9.803921569,49.01960784,68.62745098,29.41176471,49.01960784,49.01960784,137.254902,98.03921569,88.23529412,49.01960784,137.254902,166.6666667,166.6666667,196.0784314,186.2745098,127.4509804,78.43137255
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1122,57.14285714,9.523809524,28.57142857,57.14285714,28.57142857,47.61904762,38.0952381,57.14285714,85.71428571,28.57142857,85.71428571,47.61904762,76.19047619,104.7619048,171.4285714,152.3809524,95.23809524,133.3333333,171.4285714,47.61904762
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1124,37.73584906,37.73584906,18.86792453,66.03773585,94.33962264,66.03773585,56.60377358,37.73584906,28.30188679,132.0754717,66.03773585,94.33962264,122.6415094,132.0754717,367.9245283,216.9811321,273.5849057,254.7169811,141.509434,56.60377358
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1126,53.57142857,8.928571429,44.64285714,17.85714286,26.78571429,71.42857143,26.78571429,98.21428571,80.35714286,107.1428571,26.78571429,44.64285714,17.85714286,71.42857143,169.6428571,178.5714286,125,142.8571429,107.1428571,17.85714286
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1128,71.42857143,122.4489796,51.02040816,40.81632653,193.877551,81.63265306,122.4489796,102.0408163,142.8571429,142.8571429,214.2857143,153.0612245,163.2653061,224.4897959,397.9591837,214.2857143,367.3469388,285.7142857,244.8979592,61.2244898
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1130,8.695652174,17.39130435,8.695652174,34.7826087,43.47826087,43.47826087,69.56521739,52.17391304,43.47826087,78.26086957,43.47826087,104.3478261,95.65217391,34.7826087,121.7391304,86.95652174,147.826087,104.3478261,78.26086957,34.7826087
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1132,7.8125,,15.625,,39.0625,23.4375,15.625,39.0625,31.25,23.4375,23.4375,7.8125,23.4375,39.0625,70.3125,23.4375,85.9375,78.125,39.0625,7.8125
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1134,,19.23076923,19.23076923,,,,,38.46153846,,,57.69230769,19.23076923,19.23076923,38.46153846,19.23076923,38.46153846,19.23076923,115.3846154,,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1136,,142.8571429,,,,,,,,,,,142.8571429,,142.8571429,,,,,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1138,,,,35.71428571,71.42857143,71.42857143,142.8571429,71.42857143,35.71428571,71.42857143,107.1428571,35.71428571,71.42857143,,142.8571429,35.71428571,107.1428571,71.42857143,,35.71428571
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1140,,,,41.66666667,,41.66666667,83.33333333,,41.66666667,,83.33333333,41.66666667,,83.33333333,41.66666667,41.66666667,83.33333333,41.66666667,41.66666667,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1142.01,31.67420814,13.57466063,13.57466063,18.09954751,22.62443439,36.19909502,27.14932127,31.67420814,13.57466063,45.24886878,45.24886878,18.09954751,31.67420814,18.09954751,58.82352941,36.19909502,45.24886878,76.92307692,36.19909502,22.62443439
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1142.02,48.07692308,48.07692308,57.69230769,76.92307692,125,48.07692308,38.46153846,105.7692308,105.7692308,76.92307692,28.84615385,38.46153846,28.84615385,48.07692308,76.92307692,105.7692308,125,105.7692308,96.15384615,57.69230769
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1146,46.875,62.5,93.75,46.875,62.5,78.125,109.375,140.625,140.625,218.75,78.125,46.875,218.75,156.25,296.875,203.125,234.375,359.375,156.25,46.875
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1148,100,16.66666667,16.66666667,116.6666667,150,83.33333333,66.66666667,150,116.6666667,83.33333333,66.66666667,50,116.6666667,150,200,166.6666667,166.6666667,266.6666667,233.3333333,100
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1150,83.33333333,69.44444444,83.33333333,111.1111111,97.22222222,208.3333333,138.8888889,180.5555556,138.8888889,138.8888889,97.22222222,180.5555556,166.6666667,236.1111111,361.1111111,388.8888889,361.1111111,361.1111111,444.4444444,111.1111111
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1152,21.27659574,53.19148936,42.55319149,74.46808511,74.46808511,63.82978723,106.3829787,74.46808511,170.212766,53.19148936,117.0212766,127.6595745,180.8510638,202.1276596,255.3191489,265.9574468,223.4042553,202.1276596,202.1276596,42.55319149
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1154,90.90909091,68.18181818,90.90909091,45.45454545,90.90909091,113.6363636,90.90909091,68.18181818,136.3636364,113.6363636,136.3636364,113.6363636,68.18181818,159.0909091,250,136.3636364,136.3636364,250,204.5454545,68.18181818
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1156,41.66666667,27.77777778,,27.77777778,13.88888889,27.77777778,27.77777778,83.33333333,41.66666667,13.88888889,55.55555556,55.55555556,41.66666667,27.77777778,97.22222222,97.22222222,138.8888889,125,138.8888889,55.55555556
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1158,55.55555556,47.61904762,15.87301587,47.61904762,63.49206349,47.61904762,71.42857143,79.36507937,103.1746032,95.23809524,87.3015873,31.74603175,71.42857143,174.6031746,198.4126984,166.6666667,206.3492063,182.5396825,190.4761905,55.55555556
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1160,,15.26717557,,15.26717557,38.16793893,30.53435115,38.16793893,53.4351145,45.80152672,91.60305344,38.16793893,61.06870229,61.06870229,122.1374046,122.1374046,122.1374046,91.60305344,122.1374046,91.60305344,38.16793893
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1162,25.97402597,6.493506494,19.48051948,45.45454545,45.45454545,12.98701299,77.92207792,38.96103896,51.94805195,64.93506494,84.41558442,45.45454545,97.4025974,123.3766234,116.8831169,58.44155844,155.8441558,116.8831169,103.8961039,32.46753247
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1164,31.49606299,23.62204724,23.62204724,47.24409449,47.24409449,62.99212598,31.49606299,86.61417323,62.99212598,62.99212598,47.24409449,55.11811024,78.74015748,78.74015748,165.3543307,149.6062992,188.976378,110.2362205,141.7322835,86.61417323
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1166,44.44444444,66.66666667,22.22222222,44.44444444,144.4444444,77.77777778,100,111.1111111,133.3333333,77.77777778,122.2222222,88.88888889,77.77777778,177.7777778,233.3333333,433.3333333,355.5555556,166.6666667,222.2222222,100
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1168,76.92307692,64.1025641,38.46153846,76.92307692,141.025641,51.28205128,38.46153846,102.5641026,141.025641,128.2051282,89.74358974,64.1025641,89.74358974,102.5641026,166.6666667,205.1282051,256.4102564,294.8717949,141.025641,64.1025641
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1170,65.2173913,65.2173913,21.73913043,86.95652174,108.6956522,152.173913,108.6956522,173.9130435,108.6956522,130.4347826,173.9130435,152.173913,260.8695652,217.3913043,304.3478261,108.6956522,217.3913043,369.5652174,173.9130435,86.95652174
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1172.01,57.14285714,71.42857143,85.71428571,71.42857143,71.42857143,114.2857143,114.2857143,57.14285714,128.5714286,42.85714286,42.85714286,71.42857143,28.57142857,85.71428571,42.85714286,185.7142857,300,85.71428571,200,114.2857143
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1172.02,175.6756757,189.1891892,81.08108108,148.6486486,148.6486486,283.7837838,283.7837838,202.7027027,243.2432432,148.6486486,135.1351351,202.7027027,148.6486486,297.2972973,337.8378378,270.2702703,405.4054054,351.3513514,310.8108108,108.1081081
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1174,123.4567901,98.7654321,160.4938272,98.7654321,86.41975309,123.4567901,160.4938272,111.1111111,111.1111111,123.4567901,148.1481481,98.7654321,74.07407407,172.8395062,283.9506173,160.4938272,283.9506173,271.6049383,185.1851852,61.72839506
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1176.01,42.25352113,70.42253521,56.33802817,70.42253521,70.42253521,126.7605634,140.8450704,70.42253521,70.42253521,140.8450704,70.42253521,28.16901408,56.33802817,28.16901408,154.9295775,126.7605634,225.3521127,140.8450704,56.33802817,42.25352113
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1176.02,40.32258065,40.32258065,16.12903226,64.51612903,24.19354839,96.77419355,64.51612903,48.38709677,80.64516129,88.70967742,88.70967742,64.51612903,16.12903226,88.70967742,96.77419355,169.3548387,145.1612903,161.2903226,129.0322581,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1178,14.08450704,70.42253521,14.08450704,70.42253521,28.16901408,112.6760563,42.25352113,56.33802817,56.33802817,56.33802817,56.33802817,42.25352113,28.16901408,84.50704225,183.0985915,169.0140845,154.9295775,126.7605634,98.5915493,70.42253521
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1182.01,45.45454545,60.60606061,15.15151515,60.60606061,60.60606061,68.18181818,60.60606061,37.87878788,45.45454545,45.45454545,37.87878788,53.03030303,30.3030303,53.03030303,128.7878788,166.6666667,159.0909091,128.7878788,121.2121212,30.3030303
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1182.02,91.66666667,125,50,58.33333333,75,83.33333333,25,25,33.33333333,75,66.66666667,75,16.66666667,58.33333333,75,158.3333333,158.3333333,141.6666667,158.3333333,50
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1184,146.0674157,78.65168539,56.17977528,112.3595506,191.011236,247.1910112,112.3595506,123.5955056,123.5955056,224.7191011,146.0674157,78.65168539,123.5955056,202.247191,314.6067416,359.5505618,460.6741573,348.3146067,303.3707865,168.5393258
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1186,49.38271605,61.72839506,24.69135802,49.38271605,111.1111111,61.72839506,86.41975309,98.7654321,12.34567901,86.41975309,86.41975309,98.7654321,61.72839506,123.4567901,259.2592593,308.6419753,197.5308642,222.2222222,160.4938272,74.07407407
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1188,129.0322581,80.64516129,129.0322581,80.64516129,145.1612903,64.51612903,96.77419355,80.64516129,80.64516129,16.12903226,96.77419355,96.77419355,80.64516129,64.51612903,274.1935484,241.9354839,258.0645161,290.3225806,112.9032258,32.25806452
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1190,19.60784314,58.82352941,68.62745098,68.62745098,78.43137255,49.01960784,88.23529412,88.23529412,49.01960784,78.43137255,58.82352941,68.62745098,39.21568627,78.43137255,58.82352941,137.254902,137.254902,176.4705882,78.43137255,78.43137255
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1192,70.79646018,61.94690265,26.54867257,123.8938053,61.94690265,35.39823009,79.6460177,132.7433628,141.5929204,88.49557522,132.7433628,61.94690265,53.09734513,185.840708,292.0353982,221.2389381,150.4424779,274.3362832,141.5929204,61.94690265
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",1194,26.54867257,26.54867257,61.94690265,79.6460177,61.94690265,141.5929204,53.09734513,79.6460177,132.7433628,150.4424779,159.2920354,97.34513274,106.1946903,141.5929204,238.9380531,230.0884956,274.3362832,274.3362832,230.0884956,79.6460177
